[[-0.3928214814945896, -0.3562996438802364, 0.2305038126390906, -0.07746927455195028, -0.238627493652203, -1.8167123711163784]]
[[-0.3930812350266224, -0.3560370777852644, 0.23049252272690485, 0.006026369205398401, -0.2523019271990734, -2.14220426903834]]
[[-0.5121261475260628, -0.13801763636166012, 0.23042231337819524, -0.18986048007037593, -0.16888065384713746, -1.7219710239321293]]
[[-0.18767359573848344, -0.5015878379854954, 0.23040782850933375, -0.22816947435151497, -0.13734602587992634, -1.727025689451135]]
[[-0.37577433360590384, -0.45455168831272247, 0.34202688368543577, -0.19557579670903588, -0.2408071124956779, -2.132420927627188]]
[[-0.14052592665516833, -0.5476255433055554, 0.1875810755672475, -0.1057615013224561, 0.21665508002384568, -1.9862009298568304]]
[[-0.14418115684994898, -0.5498543761088168, 0.23748419351207856, -0.09433401694446764, -0.08515065287079612, -2.4382928294253463]]
[[-0.13683184063970888, -0.5358587254501516, 0.3210557040623653, -0.23406745374535348, -0.4536692257078567, -1.804649915782444]]
[[-0.13683791257465325, -0.5358872907584754, 0.32057553919084086, -0.3353819884217111, -0.38507407944581457, -1.5558445747970149]]
[[-0.22811028359584895, -0.5324596263971563, 0.25463361948153085, -0.09562897303047022, 0.2887833180324379, -2.2644236780114424]]
